NCBI_SRA_Run_ID	GOLD_Project_ID	Type	Assembly_Method	Collection_Date	Instrument	JGI_Contigs_Link	JGI_Project_ID	JGI_Sample_ID	JGI_Sequencing_Project_ID	JGI_Sequencing_Project_Name	Latitude_and_Longitude	NCBI_BioProject_Accession	NCBI_BioSample_Accession	NCBI_Project_ID	NCBI_SRA_Sample_ID	Sample_Name	Sequencing_Run_Mode	Total_Bases	Volume_Seawater_Filtered	env_biome	env_feature	env_material	geo_loc_name	lat	lon
SRR7609363	Gp0266661	Metagenome	SPAdes assembler 3.11.1	2016-11-05	Illumina HiSeq-2000	https://genome.jgi.doe.gov/portal/89DmetaG_FD/89DmetaG_FD.download.html	1174664	166816	1174760	89D metaG	36.835 N; 121.901 W	PRJNA467766	SAMN09201534	467766	SRP155421	89D	2x151	7163560498	575	ocean_biome	ocean	water	Monterey Bay; CA; USA	36.835	-121.901
SRR7609452	Gp0266662	Metagenome	SPAdes assembler 3.11.1	2016-11-08	Illumina HiSeq-2000	https://genome.jgi.doe.gov/portal/90DmetaG_FD/90DmetaG_FD.download.html	1174666	166817	1174761	90D metaG	36.835 N; 121.901 W	PRJNA467768	SAMN09201440	467768	SRP155424	90D	2x151	10726324864	175	ocean_biome	ocean	water	Monterey Bay; CA; USA	36.835	-121.901
SRR7609461	Gp0266663	Metagenome	SPAdes assembler 3.11.1	2016-11-11	Illumina HiSeq-2000	https://genome.jgi.doe.gov/portal/91DmetaG_FD/91DmetaG_FD.download.html	1174668	166818	1174762	91D metaG	36.835 N; 121.901 W	PRJNA467769	SAMN09202113	467769	SRP155425	91D	2x151	6496286666	475	ocean_biome	ocean	water	Monterey Bay; CA; USA	36.835	-121.901
SRR8361533	Gp0266664	Metagenome	SPAdes assembler 3.11.1	2016-09-26	Illumina HiSeq-2000	https://genome.jgi.doe.gov/portal/1DmetaG_FD/1DmetaG_FD.download.html	1174670	166819	1174763	1D_r metaG	36.835 N; 121.901 W	PRJNA502427	SAMN10351067	502427	SRP174125	1D_r	2x151	38554088892	95.1	ocean_biome	ocean	water	Monterey Bay; CA; USA	36.835	-121.901
SRR7609462	Gp0266665	Metagenome	SPAdes assembler 3.11.1	2016-10-05	Illumina HiSeq-2000	https://genome.jgi.doe.gov/portal/36DmetaG_FD/36DmetaG_FD.download.html	1174672	166820	1174764	36D_r metaG	36.835 N; 121.901 W	PRJNA467770	SAMN09201533	467770	SRP155426	36D_r	2x151	5877069792	200	ocean_biome	ocean	water	Monterey Bay; CA; USA	36.835	-121.901
SRR7609570	Gp0266666	Metagenome	SPAdes assembler 3.11.1	2016-11-02	Illumina HiSeq-2000	https://genome.jgi.doe.gov/portal/48DmetaG_FD/48DmetaG_FD.download.html	1174674	166821	1174765	48D_r metaG	36.835 N; 121.901 W	PRJNA467771	SAMN09201532	467771	SRP155431	48D_r	2x151	8114732752	550	ocean_biome	ocean	water	Monterey Bay; CA; USA	36.835	-121.901
SRR7609573	Gp0266667	Metagenome	SPAdes assembler 3.11.1	2016-11-04	Illumina HiSeq-2000	https://genome.jgi.doe.gov/portal/58DmetaG_FD/58DmetaG_FD.download.html	1174676	166822	1174766	58D_r metaG	36.835 N; 121.901 W	PRJNA467772	SAMN09202114	467772	SRP155434	58D_r	2x151	7642683196	425	ocean_biome	ocean	water	Monterey Bay; CA; USA	36.835	-121.901
SRR7609569	Gp0266668	Metagenome	SPAdes assembler 3.11.1	2016-11-15	Illumina HiSeq-2000	https://genome.jgi.doe.gov/portal/125D_rmetaG_FD/125D_rmetaG_FD.download.html	1174678	166823	1174767	125D_r metaG	36.835 N; 121.901 W	PRJNA467773	SAMN09202115	467773	SRP155430	125D_r	2x151	6328886556	950	ocean_biome	ocean	water	Monterey Bay; CA; USA	36.835	-121.901
SRR7609608	Gp0266669	Metatranscriptome	MEGAHIT v1.1.2	2016-10-20	Illumina HiSeq-2000	https://genome.jgi.doe.gov/portal/18RmetaT_FD/18RmetaT_FD.download.html	1174985	166879	1175087	18R metaT	36.835 N; 121.901 W	PRJNA467774	SAMN09201439	467774	SRP155442	18R	2x151	8874292952	200	ocean_biome	ocean	water	Monterey Bay; CA; USA	36.835	-121.901
SRR7609632	Gp0266670	Metatranscriptome	MEGAHIT v1.1.2	2016-10-24	Illumina HiSeq-2000	https://genome.jgi.doe.gov/portal/21RmetaT_FD/21RmetaT_FD.download.html	1174988	166880	1175088	21R metaT	36.835 N; 121.901 W	PRJNA467775	SAMN09201531	467775	SRP155445	21R	2x151	9023160530	250	ocean_biome	ocean	water	Monterey Bay; CA; USA	36.835	-121.901
SRR7609653	Gp0266671	Metatranscriptome	MEGAHIT v1.1.2	2016-10-12	Illumina HiSeq-2000	https://genome.jgi.doe.gov/portal/22RmetaT_FD/22RmetaT_FD.download.html	1174991	166881	1175089	22R metaT	36.835 N; 121.901 W	PRJNA467776	SAMN09202116	467776	SRP155447	22R	2x151	8949209488	100	ocean_biome	ocean	water	Monterey Bay; CA; USA	36.835	-121.901
SRR7609655	Gp0266672	Metatranscriptome	MEGAHIT v1.1.2	2016-10-12	Illumina HiSeq-2000	https://genome.jgi.doe.gov/portal/27RmetaT_FD/27RmetaT_FD.download.html	1174994	166882	1175090	27R metaT	36.835 N; 121.901 W	PRJNA467777	SAMN09202117	467777	SRP155449	27R	2x151	10817948644	100	ocean_biome	ocean	water	Monterey Bay; CA; USA	36.835	-121.901
SRR7609828	Gp0266673	Metatranscriptome	MEGAHIT v1.1.2	2016-10-26	Illumina HiSeq-2000	https://genome.jgi.doe.gov/portal/31RmetaT_FD/31RmetaT_FD.download.html	1175000	166884	1175092	31R metaT	36.835 N; 121.901 W	PRJNA467778	SAMN09201438	467778	SRP155456	31R	2x151	12414596672	200	ocean_biome	ocean	water	Monterey Bay; CA; USA	36.835	-121.901
SRR7609829	Gp0266674	Metatranscriptome	MEGAHIT v1.1.2	2016-10-20	Illumina HiSeq-2000	https://genome.jgi.doe.gov/portal/35RmetaT_FD/35RmetaT_FD.download.html	1175006	166886	1175094	35R metaT	36.835 N; 121.901 W	PRJNA467779	SAMN09201437	467779	SRP155457	35R	2x151	12257738778	200	ocean_biome	ocean	water	Monterey Bay; CA; USA	36.835	-121.901
SRR7609843	Gp0266675	Metatranscriptome	MEGAHIT v1.1.2	2016-10-25	Illumina HiSeq-2000	https://genome.jgi.doe.gov/portal/47RmetaT_FD/47RmetaT_FD.download.html	1175012	166888	1175096	47R metaT	36.835 N; 121.901 W	PRJNA467780	SAMN09201301	467780	SRP155461	47R	2x151	11208036608	200	ocean_biome	ocean	water	Monterey Bay; CA; USA	36.835	-121.901
SRR7609844	Gp0266676	Metatranscriptome	MEGAHIT v1.1.2	2016-10-18	Illumina HiSeq-2000	https://genome.jgi.doe.gov/portal/50RmetaT_FD/50RmetaT_FD.download.html	1175015	166889	1175097	50R metaT	36.835 N; 121.901 W	PRJNA467781	SAMN09201714	467781	SRP155462	50R	2x151	11745765426	200	ocean_biome	ocean	water	Monterey Bay; CA; USA	36.835	-121.901
SRR7609846	Gp0266677	Metatranscriptome	MEGAHIT v1.1.2	2016-10-17	Illumina HiSeq-2000	https://genome.jgi.doe.gov/portal/52RmetaT_FD/52RmetaT_FD.download.html	1175018	166890	1175098	52R metaT	36.835 N; 121.901 W	PRJNA467782	SAMN09202118	467782	SRP155463	52R	2x151	11715640926	200	ocean_biome	ocean	water	Monterey Bay; CA; USA	36.835	-121.901
SRR7610453	Gp0266678	Metatranscriptome	MEGAHIT v1.1.2	2016-11-04	Illumina HiSeq-2000	https://genome.jgi.doe.gov/portal/58R_rmetaT_FD/58R_rmetaT_FD.download.html	1175024	166892	1175100	58R metaT	36.835 N; 121.901 W	PRJNA467783	SAMN09201436	467783	SRP155488	58R	2x151	11675230004	400	ocean_biome	ocean	water	Monterey Bay; CA; USA	36.835	-121.901
SRR7610867	Gp0266682	Metatranscriptome	MEGAHIT v1.1.2	2016-10-18	Illumina HiSeq-2000	https://genome.jgi.doe.gov/portal/71RmetaT_FD/71RmetaT_FD.download.html	1175048	166900	1175108	71R metaT	36.835 N; 121.901 W	PRJNA467784	SAMN09202119	467784	SRP155502	71R	2x151	12304237416	200	ocean_biome	ocean	water	Monterey Bay; CA; USA	36.835	-121.901
SRR7611056	Gp0266684	Metatranscriptome	MEGAHIT v1.1.2	2016-10-11	Illumina HiSeq-2000	https://genome.jgi.doe.gov/portal/80RmetaT_FD/80RmetaT_FD.download.html	1175057	166903	1175111	80R metaT	36.835 N; 121.901 W	PRJNA467785	SAMN09201524	467785	SRP155515	80R	2x151	12009368844	100	ocean_biome	ocean	water	Monterey Bay; CA; USA	36.835	-121.901
SRR7611058	Gp0266685	Metatranscriptome	MEGAHIT v1.1.2	2016-10-11	Illumina HiSeq-2000	https://genome.jgi.doe.gov/portal/81RmetaT_FD/81RmetaT_FD.download.html	1175060	166904	1175112	81R metaT	36.835 N; 121.901 W	PRJNA467786	SAMN09201523	467786	SRP155517	81R	2x151	10557788932	100	ocean_biome	ocean	water	Monterey Bay; CA; USA	36.835	-121.901
SRR7612580	Gp0266686	Metatranscriptome	MEGAHIT v1.1.2	2016-10-11	Illumina HiSeq-2000	https://genome.jgi.doe.gov/portal/84RmetaT_FD/84RmetaT_FD.download.html	1175066	166906	1175114	84R metaT	36.835 N; 121.901 W	PRJNA467787	SAMN09202120	467787	SRP155539	84R	2x151	12527235424	100	ocean_biome	ocean	water	Monterey Bay; CA; USA	36.835	-121.901
SRR7615219	Gp0266687	Metatranscriptome	MEGAHIT v1.1.2	2016-11-08	Illumina HiSeq-2000	https://genome.jgi.doe.gov/portal/90RmetaT_FD/90RmetaT_FD.download.html	1175072	166908	1175116	90R metaT	36.835 N; 121.901 W	PRJNA467788	SAMN09201435	467788	SRP155602	90R	2x151	11924015188	175	ocean_biome	ocean	water	Monterey Bay; CA; USA	36.835	-121.901
SRR7609654	Gp0267189	Metatranscriptome	MEGAHIT v1.1.2	2016-10-10	Illumina HiSeq-2000	https://genome.jgi.doe.gov/portal/29RmetaT_FD/29RmetaT_FD.download.html	1174997	166883	1175091	29R metaT	36.835 N; 121.901 W	PRJNA468143	SAMN09201429	468143	SRP155448	29R	2x151	8853622562	100	ocean_biome	ocean	water	Monterey Bay; CA; USA	36.835	-121.901
SRR7609827	Gp0267190	Metatranscriptome	MEGAHIT v1.1.2	2016-10-19	Illumina HiSeq-2000	https://genome.jgi.doe.gov/portal/32RmetaT_FD/32RmetaT_FD.download.html	1175003	166885	1175093	32R metaT	36.835 N; 121.901 W	PRJNA468144	SAMN09202305	468144	SRP155455	32R	2x151	10512598256	200	ocean_biome	ocean	water	Monterey Bay; CA; USA	36.835	-121.901
SRR7610454	Gp0267191	Metatranscriptome	MEGAHIT v1.1.2	2016-11-08	Illumina HiSeq-2000	https://genome.jgi.doe.gov/portal/55RmetaT_FD/55RmetaT_FD.download.html	1175021	166891	1175099	55R metaT	36.835 N; 121.901 W	PRJNA468145	SAMN09201664	468145	SRP155489	55R	2x151	11401846316	175	ocean_biome	ocean	water	Monterey Bay; CA; USA	36.835	-121.901
SRR7610452	Gp0267192	Metatranscriptome	MEGAHIT v1.1.2	2016-10-31	Illumina HiSeq-2000	https://genome.jgi.doe.gov/portal/61RmetaT_FD/61RmetaT_FD.download.html	1175030	166894	1175102	61R metaT	36.835 N; 121.901 W	PRJNA468146	SAMN09201304	468146	SRP155487	61R	2x151	12760280972	290	ocean_biome	ocean	water	Monterey Bay; CA; USA	36.835	-121.901
SRR7610935	Gp0267193	Metatranscriptome	MEGAHIT v1.1.2	2016-10-24	Illumina HiSeq-2000	https://genome.jgi.doe.gov/portal/63RmetaT_FD/63RmetaT_FD.download.html	1175036	166896	1175104	63R metaT	36.835 N; 121.901 W	PRJNA468147	SAMN09202403	468147	SRP155506	63R	2x151	10302220526	250	ocean_biome	ocean	water	Monterey Bay; CA; USA	36.835	-121.901
SRR7610853	Gp0267194	Metatranscriptome	MEGAHIT v1.1.2	2016-11-15	Illumina HiSeq-2000	https://genome.jgi.doe.gov/portal/67RmetaT_FD/67RmetaT_FD.download.html	1175045	166899	1175107	67R metaT	36.835 N; 121.901 W	PRJNA468148	SAMN09201529	468148	SRP155500	67R	2x151	10617839518	1000	ocean_biome	ocean	water	Monterey Bay; CA; USA	36.835	-121.901
SRR7611057	Gp0267195	Metatranscriptome	MEGAHIT v1.1.2	2016-09-26	Illumina HiSeq-2000	https://genome.jgi.doe.gov/portal/78RmetaT_FD/78RmetaT_FD.download.html	1175054	166902	1175110	78R metaT	36.835 N; 121.901 W	PRJNA468149	SAMN09202306	468149	SRP155516	78R	2x151	10213209650	92.5	ocean_biome	ocean	water	Monterey Bay; CA; USA	36.835	-121.901
SRR7611500	Gp0267196	Metatranscriptome	MEGAHIT v1.1.2	2016-10-10	Illumina HiSeq-2000	https://genome.jgi.doe.gov/portal/82RmetaT_FD/82RmetaT_FD.download.html	1175063	166905	1175113	82R metaT	36.835 N; 121.901 W	PRJNA468150	SAMN09201528	468150	SRP155535	82R	2x151	16445750354	100	ocean_biome	ocean	water	Monterey Bay; CA; USA	36.835	-121.901
SRR7611499	Gp0267197	Metatranscriptome	MEGAHIT v1.1.2	2016-11-05	Illumina HiSeq-2000	https://genome.jgi.doe.gov/portal/89RmetaT_FD/89RmetaT_FD.download.html	1175069	166907	1175115	89R metaT	36.835 N; 121.901 W	PRJNA468151	SAMN09201527	468151	SRP155534	89R	2x151	12255826816	575	ocean_biome	ocean	water	Monterey Bay; CA; USA	36.835	-121.901
SRR7615220	Gp0267198	Metatranscriptome	MEGAHIT v1.1.2	2016-10-05	Illumina HiSeq-2000	https://genome.jgi.doe.gov/portal/36RmetaT_FD/36RmetaT_FD.download.html	1175078	166910	1175118	36R_r metaT	36.835 N; 121.901 W	PRJNA468152	SAMN09201303	468152	SRP155603	36R_r	2x151	14183895080	200	ocean_biome	ocean	water	Monterey Bay; CA; USA	36.835	-121.901
SRR7592488	Gp0272196	Metagenome	SPAdes assembler 3.11.1	2016-10-24	Illumina HiSeq-2000	https://genome.jgi.doe.gov/portal/21DmetaG_FD/21DmetaG_FD.download.html	1174540	166754	1174698	21D metaG	36.835 N; 121.901 W	PRJNA468208	SAMN09201605	468208	SRP155253	21D	2x151	7000627270	250	ocean_biome	ocean	water	Monterey Bay; CA; USA	36.835	-121.901
SRR8360549	Gp0272197	Metagenome	SPAdes assembler 3.11.1	2016-11-02	Illumina HiSeq-2000	https://genome.jgi.doe.gov/portal/24DmetaG_FD/24DmetaG_FD.download.html	1174546	166757	1174701	24D metaG	36.835 N; 121.901 W	PRJNA502440	SAMN10351047	502440	SRP174090	24D	2x151	6136433734	425	ocean_biome	ocean	water	Monterey Bay; CA; USA	36.835	-121.901
SRR7593830	Gp0272198	Metagenome	SPAdes assembler 3.11.1	2016-10-12	Illumina HiSeq-2000	https://genome.jgi.doe.gov/portal/27DmetaG_FD/27DmetaG_FD.download.html	1174552	166760	1174704	27D metaG	36.835 N; 121.901 W	PRJNA468209	SAMN09202468	468209	SRP155263	27D	2x151	8451209978	100	ocean_biome	ocean	water	Monterey Bay; CA; USA	36.835	-121.901
SRR7594064	Gp0272199	Metagenome	SPAdes assembler 3.11.1	2016-10-19	Illumina HiSeq-2000	https://genome.jgi.doe.gov/portal/32DmetaG_FD/32DmetaG_FD.download.html	1174562	166765	1174709	32D metaG	36.835 N; 121.901 W	PRJNA468210	SAMN09201604	468210	SRP155268	32D	2x151	7234605696	200	ocean_biome	ocean	water	Monterey Bay; CA; USA	36.835	-121.901
SRR8361101	Gp0272200	Metagenome	SPAdes assembler 3.11.1	2016-10-20	Illumina HiSeq-2000	https://genome.jgi.doe.gov/portal/35DmetaG_FD/35DmetaG_FD.download.html	1174568	166768	1174712	35D metaG	36.835 N; 121.901 W	PRJNA502441	SAMN10351042	502441	SRP174106	35D	2x151	8308168886	200	ocean_biome	ocean	water	Monterey Bay; CA; USA	36.835	-121.901
SRR7594461	Gp0272201	Metagenome	SPAdes assembler 3.11.1	2016-10-02	Illumina HiSeq-2000	https://genome.jgi.doe.gov/portal/38DmetaG_FD/38DmetaG_FD.download.html	1174574	166771	1174715	38D metaG	36.835 N; 121.901 W	PRJNA468211	SAMN09202469	468211	SRP155280	38D	2x151	7854968358	175	ocean_biome	ocean	water	Monterey Bay; CA; USA	36.835	-121.901
SRR7600353	Gp0272202	Metagenome	SPAdes assembler 3.11.1	2016-11-08	Illumina HiSeq-2000	https://genome.jgi.doe.gov/portal/43DmetaG_FD/43DmetaG_FD.download.html	1174584	166776	1174720	43D metaG	36.835 N; 121.901 W	PRJNA468212	SAMN09201603	468212	SRP155294	43D	2x151	7671333030	225	ocean_biome	ocean	water	Monterey Bay; CA; USA	36.835	-121.901
SRR7600395	Gp0272203	Metagenome	SPAdes assembler 3.11.1	2016-10-21	Illumina HiSeq-2000	https://genome.jgi.doe.gov/portal/46DmetaG_FD/46DmetaG_FD.download.html	1174590	166779	1174723	46D metaG	36.835 N; 121.901 W	PRJNA468213	SAMN09201602	468213	SRP155299	46D	2x151	7398835108	200	ocean_biome	ocean	water	Monterey Bay; CA; USA	36.835	-121.901
SRR8361104	Gp0272204	Metagenome	SPAdes assembler 3.11.1	2016-10-03	Illumina HiSeq-2000	https://genome.jgi.doe.gov/portal/49DmetaG_FD/49DmetaG_FD.download.html	1174596	166782	1174726	49D metaG	36.835 N; 121.901 W	PRJNA502442	SAMN10351356	502442	SRP174109	49D	2x151	8952643228	325	ocean_biome	ocean	water	Monterey Bay; CA; USA	36.835	-121.901
SRR7601174	Gp0272205	Metagenome	SPAdes assembler 3.11.1	2016-11-11	Illumina HiSeq-2000	https://genome.jgi.doe.gov/portal/54DmetaG_FD/54DmetaG_FD.download.html	1174606	166787	1174731	54D metaG	36.835 N; 121.901 W	PRJNA468214	SAMN09202493	468214	SRP155314	54D	2x151	8189482886	425	ocean_biome	ocean	water	Monterey Bay; CA; USA	36.835	-121.901
SRR7609574	Gp0290774	Metatranscriptome	MEGAHIT v1.1.2	2016-10-04	Illumina HiSeq-2000	https://genome.jgi.doe.gov/portal/1RmetaT_FD/1RmetaT_FD.download.html	1174768	166824	1174924	1R metaT	36.835 N; 121.901 W	PRJNA468299	SAMN09201822	468299	SRP155435	1R	2x151	10940653962	200	ocean_biome	ocean	water	Monterey Bay; CA; USA	36.835	-121.901
SRR7609599	Gp0290775	Metatranscriptome	MEGAHIT v1.1.2	2016-11-16	Illumina HiSeq-2000	https://genome.jgi.doe.gov/portal/2RmetaT_FD/2RmetaT_FD.download.html	1174771	166825	1174925	2R metaT	36.835 N; 121.901 W	PRJNA468300	SAMN09202080	468300	SRP155438	2R	2x151	9198635516	1000	ocean_biome	ocean	water	Monterey Bay; CA; USA	36.835	-121.901
SRR7609600	Gp0290776	Metatranscriptome	MEGAHIT v1.1.2	2016-11-09	Illumina HiSeq-2000	https://genome.jgi.doe.gov/portal/3RmetaT_FD/3RmetaT_FD.download.html	1174774	166826	1174926	3R metaT	36.835 N; 121.901 W	PRJNA468301	SAMN09201821	468301	SRP155439	3R	2x151	9116905256	175	ocean_biome	ocean	water	Monterey Bay; CA; USA	36.835	-121.901
SRR7815156	Gp0290777	Metatranscriptome	MEGAHIT v1.1.2	2016-11-03	Illumina HiSeq-2000	https://genome.jgi.doe.gov/portal/4RmetaT_FD/4RmetaT_FD.download.html	1174777	166827	1174927	4R metaT	36.835 N; 121.901 W	PRJNA468302	SAMN09201263	468302	SRP161170	4R	2x151	10907101460	325	ocean_biome	ocean	water	Monterey Bay; CA; USA	36.835	-121.901
SRR8393198	Gp0290778	Metatranscriptome	MEGAHIT v1.1.2	2016-11-05	Illumina HiSeq-2000	https://genome.jgi.doe.gov/portal/8RmetaT_FD/8RmetaT_FD.download.html	1174780	166828	1174928	8R metaT	36.835 N; 121.901 W	PRJNA502451	SAMN10351181	502451	SRP175188	8R	2x151	7929114492	775	ocean_biome	ocean	water	Monterey Bay; CA; USA	36.835	-121.901
SRR8361531	Gp0290779	Metatranscriptome	MEGAHIT v1.1.2	2016-11-15	Illumina HiSeq-2000	https://genome.jgi.doe.gov/portal/9RmetaT_FD/9RmetaT_FD.download.html	1174783	166829	1174929	9R metaT	36.835 N; 121.901 W	PRJNA502452	SAMN10350901	502452	SRP174123	9R	2x151	11212078576	975	ocean_biome	ocean	water	Monterey Bay; CA; USA	36.835	-121.901
SRR8361532	Gp0290780	Metatranscriptome	MEGAHIT v1.1.2	2016-11-10	Illumina HiSeq-2000	https://genome.jgi.doe.gov/portal/10RmetaT_FD/10RmetaT_FD.download.html	1174786	166830	1174930	10R metaT	36.835 N; 121.901 W	PRJNA502453	SAMN10350900	502453	SRP174124	10R	2x151	11461972100	350	ocean_biome	ocean	water	Monterey Bay; CA; USA	36.835	-121.901
SRR8361534	Gp0290781	Metatranscriptome	MEGAHIT v1.1.2	2016-10-06	Illumina HiSeq-2000	https://genome.jgi.doe.gov/portal/11RmetaT_FD/11RmetaT_FD.download.html	1174789	166831	1174931	11R metaT	36.835 N; 121.901 W	PRJNA502454	SAMN10351123	502454	SRP174126	11R	2x151	11561507374	250	ocean_biome	ocean	water	Monterey Bay; CA; USA	36.835	-121.901
SRR7949676	Gp0290782	Metatranscriptome	MEGAHIT v1.1.2	2016-09-29	Illumina HiSeq-2000	https://genome.jgi.doe.gov/portal/12RmetaT_FD/12RmetaT_FD.download.html	1174792	166832	1174932	12R metaT	36.835 N; 121.901 W	PRJNA468303	SAMN09201820	468303	SRP163181	12R	2x151	7804474562	125	ocean_biome	ocean	water	Monterey Bay; CA; USA	36.835	-121.901
SRR7949680	Gp0290783	Metatranscriptome	MEGAHIT v1.1.2	2016-10-01	Illumina HiSeq-2000	https://genome.jgi.doe.gov/portal/13RmetaT_FD/13RmetaT_FD.download.html	1174795	166833	1174933	13R metaT	36.835 N; 121.901 W	PRJNA468304	SAMN09202081	468304	SRP163185	13R	2x151	7778654770	125	ocean_biome	ocean	water	Monterey Bay; CA; USA	36.835	-121.901
SRR8297879	Gp0290784	Metatranscriptome	MEGAHIT v1.1.2	2016-10-28	Illumina HiSeq-2000	https://genome.jgi.doe.gov/portal/14RmetaT_FD/14RmetaT_FD.download.html	1174798	166834	1174934	14R metaT	36.835 N; 121.901 W	PRJNA502455	SAMN10350972	502455	SRP173017	14R	2x151	8659605984	250	ocean_biome	ocean	water	Monterey Bay; CA; USA	36.835	-121.901
SRR8297845	Gp0290785	Metatranscriptome	MEGAHIT v1.1.2	2016-10-13	Illumina HiSeq-2000	https://genome.jgi.doe.gov/portal/15RmetaT_FD/15RmetaT_FD.download.html	1174801	166835	1174935	15R metaT	36.835 N; 121.901 W	PRJNA502456	SAMN10350971	502456	SRP173008	15R	2x151	9108232722	100	ocean_biome	ocean	water	Monterey Bay; CA; USA	36.835	-121.901
SRR7949679	Gp0290786	Metatranscriptome	MEGAHIT v1.1.2	2016-11-12	Illumina HiSeq-2000	https://genome.jgi.doe.gov/portal/17RmetaT_FD/17RmetaT_FD.download.html	1174804	166836	1174936	17R metaT	36.835 N; 121.901 W	PRJNA468305	SAMN09201819	468305	SRP163182	17R	2x151	8651241792	400	ocean_biome	ocean	water	Monterey Bay; CA; USA	36.835	-121.901
SRR7949683	Gp0290787	Metatranscriptome	MEGAHIT v1.1.2	2016-09-27	Illumina HiSeq-2000	https://genome.jgi.doe.gov/portal/20RmetaT_FD/20RmetaT_FD.download.html	1174807	166837	1174937	20R metaT	36.835 N; 121.901 W	PRJNA468306	SAMN09202082	468306	SRP163187	20R	2x151	9121070440	73.5	ocean_biome	ocean	water	Monterey Bay; CA; USA	36.835	-121.901
SRR7949674	Gp0290788	Metatranscriptome	MEGAHIT v1.1.2	2016-10-06	Illumina HiSeq-2000	https://genome.jgi.doe.gov/portal/23RmetaT_FD/23RmetaT_FD.download.html	1174810	166838	1174938	23R metaT	36.835 N; 121.901 W	PRJNA468307	SAMN09201818	468307	SRP163179	23R	2x151	8584843770	150	ocean_biome	ocean	water	Monterey Bay; CA; USA	36.835	-121.901
SRR7949682	Gp0290789	Metatranscriptome	MEGAHIT v1.1.2	2016-11-02	Illumina HiSeq-2000	https://genome.jgi.doe.gov/portal/24RmetaT_FD/24RmetaT_FD.download.html	1174813	166839	1174939	24R metaT	36.835 N; 121.901 W	PRJNA468308	SAMN09201817	468308	SRP163186	24R	2x151	8896620114	425	ocean_biome	ocean	water	Monterey Bay; CA; USA	36.835	-121.901
SRR8361579	Gp0290790	Metatranscriptome	MEGAHIT v1.1.2	2016-11-06	Illumina HiSeq-2000	https://genome.jgi.doe.gov/portal/25RmetaT_FD/25RmetaT_FD.download.html	1174816	166840	1174940	25R metaT	36.835 N; 121.901 W	PRJNA502457	SAMN10351332	502457	SRP174129	25R	2x151	10195628720	575	ocean_biome	ocean	water	Monterey Bay; CA; USA	36.835	-121.901
SRR7949681	Gp0290791	Metatranscriptome	MEGAHIT v1.1.2	2016-10-01	Illumina HiSeq-2000	https://genome.jgi.doe.gov/portal/26RmetaT_FD/26RmetaT_FD.download.html	1174819	166841	1174941	26R metaT	36.835 N; 121.901 W	PRJNA468309	SAMN09202122	468309	SRP163184	26R	2x151	6828158996	125	ocean_biome	ocean	water	Monterey Bay; CA; USA	36.835	-121.901
SRR8361603	Gp0290792	Metatranscriptome	MEGAHIT v1.1.2	2016-10-04	Illumina HiSeq-2000	https://genome.jgi.doe.gov/portal/28RmetaT_FD/28RmetaT_FD.download.html	1174822	166842	1174942	28R metaT	36.835 N; 121.901 W	PRJNA502458	SAMN10350970	502458	SRP174134	28R	2x151	10456791978	149.5	ocean_biome	ocean	water	Monterey Bay; CA; USA	36.835	-121.901
SRR7949678	Gp0290793	Metatranscriptome	MEGAHIT v1.1.2	2016-10-05	Illumina HiSeq-2000	https://genome.jgi.doe.gov/portal/30RmetaT_FD/30RmetaT_FD.download.html	1174825	166843	1174943	30R metaT	36.835 N; 121.901 W	PRJNA468310	SAMN09201816	468310	SRP163180	30R	2x151	9853104246	200	ocean_biome	ocean	water	Monterey Bay; CA; USA	36.835	-121.901
SRR8361602	Gp0290794	Metatranscriptome	MEGAHIT v1.1.2	2016-09-28	Illumina HiSeq-2000	https://genome.jgi.doe.gov/portal/33RmetaT_FD/33RmetaT_FD.download.html	1174828	166844	1174944	33R metaT	36.835 N; 121.901 W	PRJNA502459	SAMN10350969	502459	SRP174133	33R	2x151	10664122830	75	ocean_biome	ocean	water	Monterey Bay; CA; USA	36.835	-121.901
SRR7949692	Gp0290795	Metatranscriptome	MEGAHIT v1.1.2	2016-09-30	Illumina HiSeq-2000	https://genome.jgi.doe.gov/portal/34RmetaT_FD/34RmetaT_FD.download.html	1174831	166845	1174945	34R metaT	36.835 N; 121.901 W	PRJNA468311	SAMN09202123	468311	SRP163189	34R	2x151	10817986998	94	ocean_biome	ocean	water	Monterey Bay; CA; USA	36.835	-121.901
SRR7949677	Gp0290796	Metatranscriptome	MEGAHIT v1.1.2	2016-11-14	Illumina HiSeq-2000	https://genome.jgi.doe.gov/portal/36R_rmetaT_FD/36R_rmetaT_FD.download.html	1174834	166846	1174946	36R metaT	36.835 N; 121.901 W	PRJNA468312	SAMN09201815	468312	SRP163183	36R	2x151	9511697776	825	ocean_biome	ocean	water	Monterey Bay; CA; USA	36.835	-121.901
SRR8297843	Gp0290797	Metatranscriptome	MEGAHIT v1.1.2	2016-10-02	Illumina HiSeq-2000	https://genome.jgi.doe.gov/portal/38RmetaT_FD/38RmetaT_FD.download.html	1174837	166847	1174947	38R metaT	36.835 N; 121.901 W	PRJNA502460	SAMN10351182	502460	SRP173009	38R	2x151	9291317504	175	ocean_biome	ocean	water	Monterey Bay; CA; USA	36.835	-121.901
